sinr_estimate,mean_magnitude,std_magnitude,peak_to_avg_ratio,received_power,mean_psd_db,std_psd_db,spectral_centroid,spectral_rolloff,spectral_bandwidth,spectral_entropy,spectral_flatness,mean_real,mean_imag,iq_power_ratio_db,amplitude_kurtosis,label,band_name
33.1740111241312,0.000607323188089589,0.000246260395623073,5.29018987873766,-63.6706361975112,-140.093085533002,13.7682475495868,54646.2423592808,97900.390625,0.197265625,0.758988378104355,0.00974917454788993,-2.0733408192991e-07,3.50608394213775e-06,-0.115972480982847,-0.740721961449694,0,none
35.3453949720427,0.000766031252209036,0.000309866037699575,5.61491861759843,-61.6570544602119,-139.525038800232,14.7679295272681,54283.6395117988,95458.984375,0.193359375,0.752895541352158,0.00654080651520136,8.47795357114043e-06,-4.17466336202847e-06,-0.0683131262632985,-0.775154420745686,0,none
36.4237853175106,0.000878219477261953,0.000349305310724635,5.12884531922837,-60.4902247894302,-138.789012134455,15.117656747292,52063.3626564438,93017.578125,0.19677734375,0.752304454738116,0.0056440093080226,-2.6298920029665e-05,9.22941932995251e-06,0.0910776483777997,-0.771458001046797,0,none
32.1383675407628,0.000528820621537852,0.000215934050652416,5.7809082670476,-64.864236041755,-140.390668914099,13.1523571706492,48844.1940170666,92041.015625,0.19189453125,0.744295031408368,0.0111436642279271,-2.93363896859659e-06,-1.53409324615662e-05,-0.168278302652772,-0.7519021570153,0,none
35.0671332423309,0.000738601671086281,0.000299099498349568,5.52519379907238,-61.9724334140455,-139.256745174889,14.4124404209046,51812.2865646012,94970.703125,0.197265625,0.758352089512493,0.00789722184263387,4.19672471899993e-05,-1.03295010983226e-05,-0.0069356115363987,-0.817620053467059,0,none
36.3418805729049,0.000853487110875347,0.000347292670703465,5.62915148372333,-60.7107782055426,-138.967244384001,14.8958795217018,53590.3611109932,93505.859375,0.193359375,0.753485048942909,0.00605360024893982,-3.68428056884656e-06,-4.10727543362267e-06,-0.15963225068657,-0.777129371958961,0,none
35.9073607827343,0.000824049067508501,0.000331261396064526,5.19045952254335,-61.0305014887351,-139.163741996641,15.0393892288948,52958.5907034336,92041.015625,0.193359375,0.75415992706474,0.00584786851114443,-1.69178841034542e-05,-1.77081003322446e-05,0.15319999292142,-0.795406106839369,0,none
28.5298146843974,0.000349178302066404,0.000141253750931017,5.69127888540324,-68.4809682388653,-141.424967055042,11.9299956087297,49097.2475868087,90332.03125,0.1943359375,0.757691505307686,0.0198610990871376,-2.85837058455536e-06,-8.12067213099438e-06,-0.0788976197070107,-0.771567216446561,0,none
32.7646963615213,0.000570400846813142,0.00023324945388499,5.99371144640519,-64.2050044147222,-140.139368070658,13.6096795056142,50181.8240179906,92285.15625,0.201171875,0.75183111161167,0.0102452488276391,-1.42463593019948e-05,-1.28396890591389e-06,0.307756558598342,-0.829726533618026,0,none
34.1268976285261,0.000664713117547023,0.000267289665075036,6.09731833958635,-62.8965157621574,-139.771283391663,14.0545383280258,49852.753744568,93994.140625,0.19384765625,0.754250989460395,0.00860287826788674,-9.54213401810678e-06,3.57786714036432e-05,0.07972091259781,-0.74104568321992,0,none
